"CONTINENT","REGION","WHO_REGION","ADMIN0","ADMIN0ID","ADMIN0_FIP","ADMIN0ISO2","ADMIN0ISO3","ADMIN1","ADMIN1ID","ADMIN2","ADMIN2ID","Alt_ADMIN2","ADMIN3","ADMIN3ID","IUs_ADM","IUs_NAME","IU_ID","IU_CODE","Year","PopTot","PopPreSAC","PopSAC","PopAdult","Endemicity","PopReq","PopTrg","PopTreat","Cov","Cum_MDA","MDA","EffMDA","MDA_n","EffMDA_n","EpiCov","EpiMDA","EpiEffMDA","EpiMDA_n","EpiEffMDA_n","MDA_scheme","JRF_submitted","Endemicity_ID"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Abia","3775","Umuahia North","36352",null,null,"0","ADM2","Umuahia North","36352","NGA0377536352","2022","327571","52411","91720","170337","Endemic (under post-intervention surveillance)","0","0","217050","0.0","10","0","0","7","5","0.0","0","0","7","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Abia","3775","Umuahia South","36353",null,null,"0","ADM2","Umuahia South","36353","NGA0377536353","2022","205708","32913","57598","106968","Endemic (under post-intervention surveillance)","0","0","136008","0.0","10","0","0","7","5","0.0","0","0","7","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Demsa","36354",null,null,"0","ADM2","Demsa","36354","NGA0377636354","2022","267584","42813","74923","139143","Endemic (under MDA)","109299","214066","214377","100.15000000000001","20","1","1","7","5","196.13999999999999","1","1","7","5","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Fufore","36355",null,null,"0","ADM2","Fufore","36355","NGA0377636355","2022","307719","49235","86161","160014","Endemic (under MDA)","81871","246175","246198","100.01000000000001","20","1","1","7","5","300.70999999999998","1","1","7","6","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Ganye","36356",null,null,"0","ADM2","Ganye","36356","NGA0377636356","2022","243588","38974","68205","126666","Endemic (under MDA)","117552","194871","195752","100.45","20","1","1","7","5","166.52000000000001","1","1","7","5","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Girei","36357",null,null,"0","ADM2","Girei","36357","NGA0377636357","2022","192978","30877","54034","100349","Endemic (MDA not delivered)","188372","0","0","0.0","19","0","0","6","5","0.0","0","0","6","2","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Gombi","36358",null,null,"0","ADM2","Gombi","36358","NGA0377636358","2022","217375","34780","60865","113035","Endemic (under MDA)","96219","173900","173934","100.02","20","1","1","7","5","180.77000000000001","1","1","7","6","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Guyuk","36359",null,null,"0","ADM2","Guyuk","36359","NGA0377636359","2022","263923","42228","73898","137240","Endemic (under MDA)","127029","211138","211142","100.0","20","1","1","7","5","166.22","1","1","7","6","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Hong","36360",null,null,"0","ADM2","Hong","36360","NGA0377636360","2022","251068","40171","70299","130556","Endemic (under MDA)","138991","200855","210080","104.59","18","1","1","5","3","151.15000000000001","1","1","5","5","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Jada","36361",null,null,"0","ADM2","Jada","36361","NGA0377636361","2022","250099","40016","70028","130052","Endemic (MDA not delivered)","236052","0","0","0.0","19","0","0","6","5","0.0","0","0","6","1","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Lamurde","36362",null,null,"0","ADM2","Lamurde","36362","NGA0377636362","2022","167457","26793","46888","87077","Endemic (MDA not delivered)","101981","0","0","0.0","19","0","0","6","5","0.0","0","0","6","5","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Madagali","36363",null,null,"0","ADM2","Madagali","36363","NGA0377636363","2022","200151","32024","56042","104079","Endemic (under MDA)","96516","160121","166061","103.70999999999999","18","1","1","5","4","172.06","1","1","5","5","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Maiha","36364",null,null,"0","ADM2","Maiha","36364","NGA0377636364","2022","165099","26416","46228","85852","Endemic (MDA not delivered)","119658","0","0","0.0","19","0","0","5","5","0.0","0","0","5","5","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Mayo-belwa","36365",null,null,"0","ADM2","Mayo-belwa","36365","NGA0377636365","2022","227321","36371","63650","118207","Endemic (under MDA)","118298","181857","182155","100.16","19","1","1","7","5","153.97999999999999","1","1","7","5","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Michika","36366",null,null,"0","ADM2","Michika","36366","NGA0377636366","2022","230547","36887","64553","119884","Endemic (under MDA)","159873","184437","186047","100.87","19","1","1","6","5","116.37","1","1","6","5","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Mubi North","36367",null,null,"0","ADM2","Mubi North","36367","NGA0377636367","2022","224267","35883","62795","116619","Unknown (under LF MDA)","0","0","155196","0.0","0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Mubi South","36368",null,null,"0","ADM2","Mubi South","36368","NGA0377636368","2022","191408","30625","53594","99532","Unknown (under LF MDA)","0","0","132725","0.0","0","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Numan","36369",null,null,"0","ADM2","Numan","36369","NGA0377636369","2022","134679","21549","37710","70033","Unknown (under LF MDA)","0","0","93850","0.0","2","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Shelleng","36370",null,null,"0","ADM2","Shelleng","36370","NGA0377636370","2022","221294","35407","61962","115073","Endemic (under MDA)","67546","177035","177478","100.25","24","1","1","7","5","262.75","1","1","7","7","ALB+IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Song","36371",null,null,"0","ADM2","Song","36371","NGA0377636371","2022","286060","45770","80097","148751","Endemic (MDA not delivered)","279232","0","0","0.0","23","0","0","6","5","0.0","0","0","6","2","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Toungo","36372",null,null,"0","ADM2","Toungo","36372","NGA0377636372","2022","77254","12361","21631","40172","Endemic (MDA not delivered)","75410","0","0","0.0","22","0","0","4","4","0.0","0","0","4","2","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Yola North","36373",null,null,"0","ADM2","Yola North","36373","NGA0377636373","2022","294299","47088","82404","153035","Non-endemic","0","0","0","0.0","16","0","0","1","0","0.0","0","0","1","0","Not delivered","1","0"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Adamawa","3776","Yola South","36374",null,null,"0","ADM2","Yola South","36374","NGA0377636374","2022","288895","46223","80891","150225","Endemic (MDA not delivered)","53321","0","0","0.0","22","0","0","4","3","0.0","0","0","4","4","Not delivered","1","1"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Abak","36375",null,null,"0","ADM2","Abak","36375","NGA0377736375","2022","206480","33037","57814","107370","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Eastern Obolo","36376",null,null,"0","ADM2","Eastern Obolo","36376","NGA0377736376","2022","89876","14380","25165","46736","Unknown (under LF MDA)","0","0","45082","0.0","7","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Eket","36377",null,null,"0","ADM2","Eket","36377","NGA0377736377","2022","256162","40986","71725","133204","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Esit Eket","36378",null,null,"0","ADM2","Esit Eket","36378","NGA0377736378","2022","94564","15130","26478","49174","Unknown (under LF MDA)","0","0","0","0.0","6","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Essien Udim","36379",null,null,"0","ADM2","Essien Udim","36379","NGA0377736379","2022","286017","45763","80085","148729","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Etim Ekpo","36380",null,null,"0","ADM2","Etim Ekpo","36380","NGA0377736380","2022","156494","25039","43818","81377","Unknown (under LF MDA)","0","0","0","0.0","3","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Etinan","36381",null,null,"0","ADM2","Etinan","36381","NGA0377736381","2022","251303","40208","70365","130678","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ibeno","36382",null,null,"0","ADM2","Ibeno","36382","NGA0377736382","2022","111902","17904","31333","58189","Unknown (under LF MDA)","0","0","57946","0.0","6","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ibesikpo Asutan","36383",null,null,"0","ADM2","Ibesikpo Asutan","36383","NGA0377736383","2022","203527","32564","56988","105834","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ibiono Ibom","36384",null,null,"0","ADM2","Ibiono Ibom","36384","NGA0377736384","2022","281522","45043","78826","146391","Endemic (under MDA)","137143","225217","227888","101.19","23","1","1","8","3","166.16999999999999","1","1","8","3","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ika","36385",null,null,"0","ADM2","Ika","36385","NGA0377736385","2022","108278","17325","30318","56305","Endemic (under MDA)","105693","86623","86631","100.01000000000001","8","1","1","6","5","81.959999999999994","1","1","6","4","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ikono","36386",null,null,"0","ADM2","Ikono","36386","NGA0377736386","2022","195812","31330","54827","101822","Endemic (under MDA)","191139","156649","157014","100.23","6","1","1","5","5","82.150000000000006","1","1","5","2","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ikot Abasi","36387",null,null,"0","ADM2","Ikot Abasi","36387","NGA0377736387","2022","195989","31358","54877","101914","Unknown (under LF MDA)","0","0","97956","0.0","7","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ikot Ekpene","36388",null,null,"0","ADM2","Ikot Ekpene","36388","NGA0377736388","2022","212399","33984","59472","110447","Unknown (under LF MDA)","0","0","0","0.0","2","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ini","36389",null,null,"0","ADM2","Ini","36389","NGA0377736389","2022","147257","23561","41232","76574","Endemic (under MDA)","143742","117806","117849","100.04000000000001","23","1","1","8","5","81.989999999999995","1","1","8","4","IVM","1","2"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Itu","36390",null,null,"0","ADM2","Itu","36390","NGA0377736390","2022","188581","30173","52803","98062","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Mbo","36391",null,null,"0","ADM2","Mbo","36391","NGA0377736391","2022","154406","24705","43234","80291","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Mkpat Enin","36392",null,null,"0","ADM2","Mkpat Enin","36392","NGA0377736392","2022","264295","42287","74003","137434","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Nsit Atai","36393",null,null,"0","ADM2","Nsit Atai","36393","NGA0377736393","2022","110737","17718","31006","57583","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Nsit Ibom","36394",null,null,"0","ADM2","Nsit Ibom","36394","NGA0377736394","2022","161234","25797","45145","83841","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Nsit Ubiom","36395",null,null,"0","ADM2","Nsit Ubiom","36395","NGA0377736395","2022","190360","30458","53301","98987","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Obot Akara","36396",null,null,"0","ADM2","Obot Akara","36396","NGA0377736396","2022","220124","35220","61635","114464","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Okobo","36397",null,null,"0","ADM2","Okobo","36397","NGA0377736397","2022","154473","24716","43252","80326","Unknown (under LF MDA)","0","0","0","0.0","6","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Onna","36398",null,null,"0","ADM2","Onna","36398","NGA0377736398","2022","183148","29304","51281","95237","Unknown (under LF MDA)","0","0","0","0.0","6","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Oron","36399",null,null,"0","ADM2","Oron","36399","NGA0377736399","2022","129836","20774","36354","67515","Unknown (under LF MDA)","0","0","66477","0.0","6","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Oruk Anam","36400",null,null,"0","ADM2","Oruk Anam","36400","NGA0377736400","2022","256306","41009","71766","133279","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Udung Uko","36401",null,null,"0","ADM2","Udung Uko","36401","NGA0377736401","2022","79092","12655","22146","41128","Unknown (under LF MDA)","0","0","38290","0.0","6","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Ukanafun","36402",null,null,"0","ADM2","Ukanafun","36402","NGA0377736402","2022","188581","30173","52803","98062","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Uruan","36403",null,null,"0","ADM2","Uruan","36403","NGA0377736403","2022","175617","28099","49173","91321","Unknown (under LF MDA)","0","0","0","0.0","3","0","0","0","0","0.0","0","0","0","0","Not delivered","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Urue-Offong/Oruko","36404",null,null,"0","ADM2","Urue-Offong/Oruko","36404","NGA0377736404","2022","105636","16902","29578","54931","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Akwa Ibom","3777","Uyo","36405",null,null,"0","ADM2","Uyo","36405","NGA0377736405","2022","459563","73530","128678","238973","Unknown (consider Oncho Elimination Mapping)","0","0","0","0.0","0","0","0","0","0","0.0","0","0","0","0","Not delivered","1","4"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Aguata","36406",null,null,"0","ADM2","Aguata","36406","NGA0377836406","2022","549522","87924","153866","285752","Endemic (under post-intervention surveillance)","0","0","369995","0.0","21","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Anambra East","36407",null,null,"0","ADM2","Anambra East","36407","NGA0377836407","2022","227621","36419","63734","118363","Unknown (under LF MDA)","0","0","151998","0.0","2","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Anambra West","36408",null,null,"0","ADM2","Anambra West","36408","NGA0377836408","2022","248530","39765","69588","129236","Unknown (under LF MDA)","0","0","165998","0.0","2","0","0","0","0","0.0","0","0","0","0","ALB+IVM","1","5"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Anaocha","36409",null,null,"0","ADM2","Anaocha","36409","NGA0377836409","2022","423087","67694","118464","220005","Endemic (under post-intervention surveillance)","0","0","285000","0.0","21","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Awka North","36410",null,null,"0","ADM2","Awka North","36410","NGA0377836410","2022","167167","26747","46807","86927","Endemic (under post-intervention surveillance)","0","0","112000","0.0","21","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Awka south","36411",null,null,"0","ADM2","Awka south","36411","NGA0377836411","2022","280644","44903","78580","145935","Endemic (under post-intervention surveillance)","0","0","187598","0.0","21","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Ayamelum","36412",null,null,"0","ADM2","Ayamelum","36412","NGA0377836412","2022","235161","37626","65845","122283","Endemic (under post-intervention surveillance)","0","0","157000","0.0","21","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Dunukofia","36413",null,null,"0","ADM2","Dunukofia","36413","NGA0377836413","2022","143080","22893","40062","74401","Endemic (under post-intervention surveillance)","0","0","95999","0.0","21","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Ekwusiko","36414",null,null,"0","ADM2","Ekwusiko","36414","NGA0377836414","2022","234895","37583","65771","122145","Endemic (under post-intervention surveillance)","0","0","157000","0.0","21","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Idimili North","36415",null,null,"0","ADM2","Idimili North","36415","NGA0377836415","2022","639500","102320","179060","332540","Endemic (under post-intervention surveillance)","0","0","426996","0.0","22","0","0","7","6","0.0","0","0","7","6","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Idimili South","36416",null,null,"0","ADM2","Idimili South","36416","NGA0377836416","2022","308307","49329","86326","160319","Endemic (under post-intervention surveillance)","0","0","205999","0.0","22","0","0","6","5","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Ihiala","36417",null,null,"0","ADM2","Ihiala","36417","NGA0377836417","2022","448555","71769","125595","233249","Endemic (under post-intervention surveillance)","0","0","300000","0.0","22","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Njikoka","36418",null,null,"0","ADM2","Njikoka","36418","NGA0377836418","2022","220397","35264","61711","114607","Endemic (under post-intervention surveillance)","0","0","148994","0.0","22","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Nnewi North","36419",null,null,"0","ADM2","Nnewi North","36419","NGA0377836419","2022","233912","37426","65495","121634","Endemic (under post-intervention surveillance)","0","0","158200","0.0","22","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
"Africa","Western Africa","AFRO","Nigeria","34","NI","NG","NGA","Anambra","3778","Nnewi South","36420",null,null,"0","ADM2","Nnewi South","36420","NGA0377836420","2022","346867","55499","97123","180371","Endemic (under post-intervention surveillance)","0","0","233000","0.0","22","0","0","6","6","0.0","0","0","6","5","ALB+IVM","1","3"
