ADMIN0,State,ADMIN1,LGA,ADMIN2,Supported,MDA_ever,MDA_yr_strt,Recomd_tx_plan,Last_mapping_REMO,Endemic_classification,Min_endemicity,Max_endemicity,REMO,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nigeria,Adamawa,Adamawa,Hong,Hong,HKI,Yes,1992,Once yearly,2000,Endemic ,2.973869487,22.95989756,11.75909014,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,,,,,64.16417449,63.15102893,77.57343307,91.0119687,91.57587847,84.02864088,76.81217256,77.08983206,80.86428089,82.58030288,78.20305922,,,,52.3811745,80.32158626,80.68258829,61.85781579,
Nigeria,Adamawa,Adamawa,Jada,Jada,,Yes,1992,Once yearly,2000,Endemic ,2.681284283,40.05328952,14.55000725,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,66.18971404,56.1896055,60.99884829,62.93259547,59.28737665,53.1268041,94.34616049,87.51032861,88.47645077,86.34796554,73.91429354,80.1426769,79.67502272,81.71521728,84.30044791,99.49616328,55.82375115,,65.72369483,69.47381419,66.79541168,80.03934047,
Nigeria,Adamawa,Adamawa,Lamurde,Lamurde,HKI,Yes,1992,Once yearly,2000,Endemic ,2.578584945,16.35979853,8.193920389,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,83.16247828,82.82442748,77.21142368,80.61413053,63.75752142,42.10454778,70.95527401,81.03566194,81.4348524,105.2349254,79.02979456,82.34674637,84.0398635,90.16053979,74.10055162,97.66755688,69.07021248,,70.19112712,67.15884449,65.25530547,66.03521432,
Nigeria,Adamawa,Adamawa,Madagali,Madagali,HKI,Yes,1992,Once yearly,2000,Endemic ,7.19365731,26.75275938,18.20369082,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,65.8643978,58.37772985,71.09611261,72.99467775,58.62633866,59.99384335,79.70196224,90.07763282,91.57314983,76.70781361,79.98065207,80.3970357,79.61287404,87.76686271,85.66683086,,,,56.08104003,81.01040458,81.12137565,80.11095807,
Nigeria,Adamawa,Adamawa,Maiha,Maiha,HKI,Yes,1992,Once yearly,2000,Endemic ,2.813383494,9.43798434,5.160534433,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,45.50550298,39.26859,38.16026102,40.40715917,39.47236496,42.09568478,81.0399673,94.62895693,94.75716597,76.31904939,77.98025654,82.98208225,77.13226205,87.98751119,86.56743788,,102.7206007,,68.90655037,73.53858964,69.27617718,80.63629152,
Nigeria,Adamawa,Adamawa,Mayo-belwa,Mayo-belwa,HKI,Yes,1992,Once yearly,2000,Endemic ,4.253806692,23.84824303,8.437212102,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,57.41143666,58.61655716,48.88127687,50.70950605,46.44713861,49.76435304,76.29366854,87.33391452,87.72149107,80.07205981,83.12384529,67.76370564,80.13031666,81.07763699,69.94852512,98.99463133,42.46873853,,66.39955413,66.47907915,66.51144062,80.05231171,
Nigeria,Adamawa,Adamawa,Michika,Michika,HKI,Yes,1992,Once yearly,2000,Endemic ,5.601832183,18.18323055,9.761522563,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,63.7331584,55.73960259,46.18395303,54.10252651,53.22005761,51.96955005,83.42896461,85.4321357,84.00262791,85.9602461,83.55527834,76.39161068,81.70026129,83.31991881,87.45053185,,20.54076393,,77.64452412,68.14580381,65.05049373,80.02591703,
Nigeria,Adamawa,Adamawa,Mubi North,Mubi North,,0,0,None,2000,Not Endemic,3.917503672,13.7767124,8.480781166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Adamawa,Adamawa,Mubi South,Mubi South,,0,0,None,2000,Not Endemic,3.888360553,7.8626695,6.545232549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Adamawa,Adamawa,Numan,Numan,,0,0,None,2000,Not Endemic,1.707187623,6.244172389,3.246376175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Adamawa,Adamawa,Shelleng,Shelleng,HKI,Yes,1992,Once yearly,2000,Endemic ,5.620480721,31.61366221,17.89398435,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,48.36224258,48.90608291,25.67986016,28.72376895,42.20205923,44.96093517,79.76390085,73.61403219,74.05253825,82.96278113,69.97360291,79.27687592,83.73533992,85.43084579,137.2961933,98.24453287,62.07445609,,64.52838434,74.83343872,67.36239191,80.00309755,
Nigeria,Adamawa,Adamawa,Song,Song,,Yes,1992,Once yearly,2000,Endemic ,1.759066438,26.7589898,6.444980757,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,43.15067327,63.13023264,62.78285989,63.57085151,63.38380577,,88.83130496,92.45853117,92.77712688,77.64697764,82.83035893,81.56058725,77.99228333,80.86736458,46.60855122,98.94207322,87.19348736,,67.40003969,75.08835166,69.24765185,80.06293137,
Nigeria,Adamawa,Adamawa,Toungo,Toungo,,Yes,1992,Once yearly,2000,Endemic ,14.07456339,55.26674331,26.29525674,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,49.23959872,51.92777403,52.19537658,53.68685101,35.04044305,34.7598495,86.50825052,78.75675784,79.08434994,77.11363076,80.91285398,82.4870594,80.19610572,83.64187507,80.97725019,100,118.3490059,,76.00358496,70.22059479,65.74897544,80.09257829,
Nigeria,Adamawa,Adamawa,Yola North,Yola North,,Yes,1992,None,2000,Not Endemic ,2.941518458,5.744445779,3.866381424,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,,,,,,,,,,,,,70.01496288,80.00110172,88.21180827,,,,,,,,
Nigeria,Adamawa,Adamawa,Yola South,Yola South,,Yes,1992,Once yearly,2000,Endemic ,3.042171144,3.669945313,3.358121381,,,2.599237523,2.490841585,6.695023329,16.16917302,43.63066294,33.68794148,22.87583301,57.2705397,52.6778172,66.75731883,85.50978674,60.55045872,88.71794872,86.3436549,90.87425272,90.99177354,89.70486745,82.56571518,80.79051069,74.99653644,74.61458036,88.21180827,104.4609997,18.37947,,65.57577406,70.14849737,68.24816974,80.01720992,
Nigeria,Akwa Ibom,Akwa Ibom,Abak,Abak,,0,0,None,1998,Not Endemic,6.60161796,10.85566403,9.162005765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Eastern Obolo,Eastern Obolo,,0,0,None,1998,Not Endemic,0.153807891,0.272373749,0.190562591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Eket,Eket,,0,0,None,1998,Not Endemic,0.386566551,1.473955197,0.928389601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Esit Eket,Esit Eket,,0,0,None,1998,Not Endemic,0.567147072,1.275156801,0.901587536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Essien Udim,Essien Udim,,0,0,None,1998,Not Endemic,8.829409909,14.86065152,11.58629875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Etim Ekpo,Etim Ekpo,,0,0,None,1998,Not Endemic,9.787756205,20.81122516,13.45360116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Ibeno,Ibeno,,0,0,None,1998,Not Endemic,0.125297182,0.940143296,0.555604671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Ibiono Ibom,Ibiono Ibom,HKI,Yes,2004,Once yearly,1998,Endemic ,8.544872366,15.49270273,10.84615312,,,,,,,,,,,,,,,44.82702082,29.97827661,57.58152821,53.81165919,61.69742513,81.8239392,82.87775633,82.96986519,82.40749686,81.13455227,81.26766986,3.549315866,24.53582536,36.71308163,33.79642642,89.60183,80.6123817,
Nigeria,Akwa Ibom,Akwa Ibom,Ika,Ika,HKI,Yes,2004,Once yearly,1998,Endemic ,13.18597717,21.20206747,17.16913695,,,,,,,,,,,,,,,,,,,,,,,,,,,46.54052749,69.44452518,81.04809099,84.97618029,84.85468504,
Nigeria,Akwa Ibom,Akwa Ibom,Ikono,Ikono,HKI,Yes,2004,Once yearly,1998,Endemic ,8.760613752,13.50423168,10.1352632,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.29062055,79.55863073,79.50844465,80.24009461,
Nigeria,Akwa Ibom,Akwa Ibom,Ikot Abasi,Ikot Abasi,,0,0,None,1998,Not Endemic,0.147885675,1.337017351,0.447651098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Ini,Ini,HKI,Yes,2004,Once yearly,1998,Endemic ,11.81015709,26.93589687,18.35974653,,,,,,,,,,,,,,,37.91018998,34.67083304,62.89990645,57.21931868,69.28970563,81.45974084,86.19790281,85.2672548,84.5085952,82.8851446,82.84772888,13.17380425,62.61022151,73.80655678,90.82166791,85.92615344,80.72553459,
Nigeria,Akwa Ibom,Akwa Ibom,Itu,Itu,,0,0,None,1998,Not Endemic,8.339454984,13.23064069,10.60289492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Mbo,Mbo,,0,0,None,1998,Not Endemic,0.098132456,0.519776408,0.253112523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Mkpat Enin,Mkpat Enin,,0,0,None,1998,Not Endemic,0.173548257,6.033650753,1.67581665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Nsit Atai,Nsit Atai,,0,0,None,1998,Not Endemic,1.550740824,4.80636474,3.148703414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Nsit Ubiom,Nsit Ubiom,,0,0,None,1998,Not Endemic,1.200886633,3.667582878,2.033629931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Obot Akara,Obot Akara,,0,0,None,1998,Not Endemic,10.92078563,14.1838063,12.65329995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Okobo,Okobo,,0,0,None,1998,Not Endemic,1.083116275,3.913127861,2.200019988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Onna,Onna,,0,0,None,1998,Not Endemic,0.276619425,1.470690179,0.68026966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Oron,Oron,,0,0,None,1998,Not Endemic,0.409672922,1.990955693,0.958469355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Oruk Anam,Oruk Anam,,0,0,None,1998,Not Endemic,0.786841345,9.55609746,4.512298181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Udung Uko,Udung Uko,,0,0,None,1998,Not Endemic,0.27120627,0.899571016,0.489215386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Ukanafun,Ukanafun,,0,0,None,1998,Not Endemic,5.69179174,14.59955538,9.868506626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Uruan,Uruan,,0,0,None,1998,Not Endemic,3.732783354,10.48598515,7.081507666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,Akwa Ibom,Akwa Ibom,Urue-Offong/Oruko,Urue-Offong/Oruko,,0,0,None,1998,Not Endemic,0.349809498,1.190526809,0.767751941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,ANAMBRA,Anambra,Aguata,Aguata,CC,Yes,1995,Once yearly,1998,Endemic ,23.28280457,34.12555385,27.7625396,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,91.31724127,77.65334966,79.43434971,76.60978385,73.55691752,66.71584073,77.78069038,80.51585609,80.40840798,79.0398467,79.63853566,79.99965662,80,79.60841321,78.89983144,56.8038465,77.45598105,65.66160937,,
Nigeria,ANAMBRA,Anambra,Anambra East,Anambra East,,0,0,None,1998,Not Endemic,31.480878,57.38517363,37.5005161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,ANAMBRA,Anambra,Anambra West,Anambra West,,0,0,None,1998,Not Endemic,17.63474666,43.06149038,26.95543378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,ANAMBRA,Anambra,Anaocha,Anaocha,CC,Yes,1995,Once yearly,1998,Endemic ,23.74310725,29.66781678,26.78674253,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,88.54853577,71.89214984,78.0516831,78.46775585,71.56032343,74.65474919,78.20012214,81.04099358,80.19285521,78.16764912,78.88455772,79.00094541,80.03727831,77.62290554,78.59157105,61.49609495,79.5588778,69.28970316,,
Nigeria,ANAMBRA,Anambra,Awka North,Awka North,CC,Yes,1995,Once yearly,1998,Endemic ,36.92784445,80.16229017,57.26025852,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,86.21118012,70.04954724,74.89025461,77.42952811,68.00208117,74.19759978,75.57249955,81.69825991,80.01377447,78.68419704,79.11408639,81.82839919,80.00239981,79.99035137,78.52220508,58.093506,76.93407825,72.64012987,,
Nigeria,ANAMBRA,Anambra,Awka South,Awka south,CC,Yes,1995,Once yearly,1998,Endemic ,27.944018,43.13864921,34.42686229,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,67.68050205,71.83033071,77.88323631,78.03256896,69.39025011,70.16488571,78.82496277,82.57075072,82.84758053,83.40795081,84.11139295,80.49997505,80.11419621,78.24053297,78.54587551,52.3715768,77.67633727,76.34244799,,
Nigeria,ANAMBRA,Anambra,Ayamelum,Ayamelum,CC,Yes,1995,Once yearly,1998,Endemic ,32.10397526,77.07472135,54.84537872,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,91.48428835,70.42477173,79.32149073,80.84259677,74.30052026,75.62524552,78.7685405,81.8013938,80.54158776,77.19727489,77.95079546,79.99944007,79.99175258,78.58824606,79.98295965,75.75452593,79.87041591,65.22232907,,
Nigeria,ANAMBRA,Anambra,Dunukofia,Dunukofia,CC,Yes,1995,Once yearly,1998,Endemic ,28.56299014,45.11866328,36.03540835,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,93.29548828,74.80113636,75.89428031,79.41255007,67.56013136,70.5149591,76.64482498,82.9359124,80.49068306,80.85744624,81.60159363,79.99950005,79.94231582,79.76959921,78.53807011,53.55225154,77.23933433,67.49608622,,
Nigeria,ANAMBRA,Anambra,Ekwusigo,Ekwusiko,CC,Yes,1995,Once yearly,1998,Endemic ,15.18405747,24.8795795,19.75294679,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,90.60236887,73.22575542,81.74858985,84.19597365,72.45966095,70.98720143,78.47575272,81.89026017,82.39921337,79.20208072,80.03810232,80.34790785,80.30895581,77.99296967,79.23463183,75.68946238,76.77801558,74.58727415,,
Nigeria,ANAMBRA,Anambra,Idemili North,Idimili North,CC,Yes,1995,Once yearly,1998,Endemic ,26.40780076,30.67744384,28.44043633,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,89.6340319,74.16691133,77.15537114,71.43429487,70.21578678,74.52873976,78.011438,80.08957112,80.20523498,80.10231081,80.81205082,80.37846872,80.26617165,78.4553308,79.75701229,56.08548974,77.62422208,65.37058024,89.39942815,
Nigeria,ANAMBRA,Anambra,Idemili South,Idimili South,CC,Yes,1995,Once yearly,1998,Endemic ,22.86650454,27.7017165,25.29650556,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,89.25155341,75.20404197,77.73270426,76.93351425,75.11013216,70.45550624,76.73315849,81.9002201,81.16730765,79.47961311,80.32287542,79.99960918,80.31773858,78.22642211,79.96297233,63.89182319,78.93436299,66.20385409,,
Nigeria,ANAMBRA,Anambra,Ihiala,Ihiala,CC,Yes,1995,Once yearly,1998,Endemic ,8.686387978,19.22707305,12.86320843,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,92.97418212,74.92838461,80.0099254,78.17070727,72.44467716,72.94073032,77.14429083,81.34486809,80.93683622,78.88922584,79.88558055,79.912177,80.09034192,78.48944207,78.06296144,75.1028836,79.33923738,68.0393635,,
Nigeria,ANAMBRA,Anambra,Njikoka,Njikoka,CC,Yes,1995,Once yearly,1998,Endemic ,28.15453276,37.90669137,32.23722185,,,,,,13.17062776,19.1440095,43.68710118,44.72126868,57.5642347,55.38944977,51.81591795,81.32639646,70.86327704,78.19709909,74.02614408,73.73472747,68.86924396,77.86014021,82.18031077,80.25380986,78.48748754,79.95643273,81.18370762,80.4456236,78.60475777,79.76995177,69.96957789,78.87507007,71.70491691,,
