IU_ID_MAPPING,ADMIN0,co_endemicity
53002,BFA,"oncho,LF"
53003,BFA,"oncho,LF"
53004,BFA,"oncho,LF"
53005,BFA,"oncho,LF"
53007,BFA,"oncho,LF"
15330,CIV,"oncho,LF"
15331,CIV,"oncho,LF"
15332,CIV,"oncho,LF"
15333,CIV,"oncho,LF"
15334,CIV,"oncho,LF"
15338,CIV,"oncho,LF"
15342,CIV,"oncho,LF"
15343,CIV,"oncho,LF"
15344,CIV,"oncho,LF"
15345,CIV,"oncho,LF"
15346,CIV,"oncho,LF"
15347,CIV,"oncho,LF"
15348,CIV,"oncho,LF"
15349,CIV,"oncho,LF"
15350,CIV,"oncho,LF"
15353,CIV,"oncho,LF"
15355,CIV,"oncho,LF"
15356,CIV,"oncho,LF"
15357,CIV,"oncho,LF"
15359,CIV,"oncho,LF"
15360,CIV,"oncho,LF"
15361,CIV,"oncho,LF"
15362,CIV,"oncho,LF"
15364,CIV,"oncho,LF"
15365,CIV,"oncho,LF"
15366,CIV,"oncho,LF"
15367,CIV,"oncho,LF"
15368,CIV,"oncho,LF"
15370,CIV,"oncho,LF"
15372,CIV,"oncho,LF"
15373,CIV,"oncho,LF"
15374,CIV,"oncho,LF"
15375,CIV,"oncho,LF"
15377,CIV,"oncho,LF"
15378,CIV,"oncho,LF"
15379,CIV,"oncho,LF"
15380,CIV,"oncho,LF"
15381,CIV,"oncho,LF"
15385,CIV,"oncho,LF"
15386,CIV,"oncho,LF"
15387,CIV,"oncho,LF"
15388,CIV,"oncho,LF"
15389,CIV,"oncho,LF"
15390,CIV,"oncho,LF"
15393,CIV,"oncho,LF"
15394,CIV,"oncho,LF"
15395,CIV,"oncho,LF"
15396,CIV,"oncho,LF"
15400,CIV,"oncho,LF"
15401,CIV,"oncho,LF"
15402,CIV,"oncho,LF"
15404,CIV,"oncho,LF"
15405,CIV,"oncho,LF"
15406,CIV,"oncho,LF"
15407,CIV,"oncho,LF"
15408,CIV,"oncho,LF"
15411,CIV,"oncho,LF"
15412,CIV,"oncho,LF"
15413,CIV,"oncho,LF"
15414,CIV,"oncho,LF"
15419,CIV,"oncho,LF"
15420,CIV,"oncho,LF"
15421,CIV,"oncho,LF"
15422,CIV,"oncho,LF"
15423,CIV,"oncho,LF"
15424,CIV,"oncho,LF"
15425,CIV,"oncho,LF"
15426,CIV,"oncho,LF"
15427,CIV,"oncho,LF"
15428,CIV,"oncho,LF"
15429,CIV,"oncho,LF"
15430,CIV,"oncho,LF"
15431,CIV,"oncho,LF"
15432,CIV,"oncho,LF"
15433,CIV,"oncho,LF"
15434,CIV,"oncho,LF"
15435,CIV,"oncho,LF"
15436,CIV,"oncho,LF"
15439,CIV,"oncho,LF"
15440,CIV,"oncho,LF"
15441,CIV,"oncho,LF"
15442,CIV,"oncho,LF"
15443,CIV,"oncho,LF"
15446,CIV,"oncho,LF"
15447,CIV,"oncho,LF"
15448,CIV,"oncho,LF"
15449,CIV,"oncho,LF"
15450,CIV,"oncho,LF"
15451,CIV,"oncho,LF"
15452,CIV,"oncho,LF"
15453,CIV,"oncho,LF"
15454,CIV,"oncho,LF"
15455,CIV,"oncho,LF"
15456,CIV,"oncho,LF"
15457,CIV,"oncho,LF"
15461,CIV,"oncho,LF"
15462,CIV,"oncho,LF"
15463,CIV,"oncho,LF"
15464,CIV,"oncho,LF"
15329,CIV,oncho
15335,CIV,oncho
15336,CIV,oncho
15337,CIV,oncho
15340,CIV,oncho
15417,CIV,oncho
15418,CIV,oncho
15437,CIV,oncho
15438,CIV,oncho
15444,CIV,oncho
15445,CIV,oncho
15458,CIV,oncho
15459,CIV,oncho
15460,CIV,oncho
21429,GHA,"oncho,LF"
21430,GHA,"oncho,LF"
21434,GHA,"oncho,LF"
21435,GHA,"oncho,LF"
21437,GHA,"oncho,LF"
21438,GHA,"oncho,LF"
21439,GHA,"oncho,LF"
21440,GHA,"oncho,LF"
21441,GHA,"oncho,LF"
21443,GHA,"oncho,LF"
21444,GHA,"oncho,LF"
21445,GHA,"oncho,LF"
21446,GHA,"oncho,LF"
21447,GHA,"oncho,LF"
21448,GHA,"oncho,LF"
21450,GHA,"oncho,LF"
21451,GHA,"oncho,LF"
21453,GHA,"oncho,LF"
21454,GHA,"oncho,LF"
21455,GHA,"oncho,LF"
21459,GHA,"oncho,LF"
21463,GHA,"oncho,LF"
21480,GHA,"oncho,LF"
21481,GHA,"oncho,LF"
21483,GHA,"oncho,LF"
21484,GHA,"oncho,LF"
21492,GHA,"oncho,LF"
21493,GHA,"oncho,LF"
21497,GHA,"oncho,LF"
21498,GHA,"oncho,LF"
21503,GHA,"oncho,LF"
21505,GHA,"oncho,LF"
21506,GHA,"oncho,LF"
21508,GHA,"oncho,LF"
21509,GHA,"oncho,LF"
21510,GHA,"oncho,LF"
21511,GHA,"oncho,LF"
21512,GHA,"oncho,LF"
21513,GHA,"oncho,LF"
21514,GHA,"oncho,LF"
21515,GHA,"oncho,LF"
21516,GHA,"oncho,LF"
21517,GHA,"oncho,LF"
21518,GHA,"oncho,LF"
21519,GHA,"oncho,LF"
21521,GHA,"oncho,LF"
21523,GHA,"oncho,LF"
21524,GHA,"oncho,LF"
21525,GHA,"oncho,LF"
21526,GHA,"oncho,LF"
21527,GHA,"oncho,LF"
21528,GHA,"oncho,LF"
21529,GHA,"oncho,LF"
21530,GHA,"oncho,LF"
21531,GHA,"oncho,LF"
21532,GHA,"oncho,LF"
21534,GHA,"oncho,LF"
21536,GHA,"oncho,LF"
21537,GHA,"oncho,LF"
21539,GHA,"oncho,LF"
21540,GHA,"oncho,LF"
21541,GHA,"oncho,LF"
21542,GHA,"oncho,LF"
21543,GHA,"oncho,LF"
21544,GHA,"oncho,LF"
21545,GHA,"oncho,LF"
21546,GHA,"oncho,LF"
21547,GHA,"oncho,LF"
21548,GHA,"oncho,LF"
21549,GHA,"oncho,LF"
21550,GHA,"oncho,LF"
21551,GHA,"oncho,LF"
21552,GHA,"oncho,LF"
21553,GHA,"oncho,LF"
21554,GHA,"oncho,LF"
21580,GHA,"oncho,LF"
21581,GHA,"oncho,LF"
21587,GHA,"oncho,LF"
21588,GHA,"oncho,LF"
21590,GHA,"oncho,LF"
21592,GHA,"oncho,LF"
21593,GHA,"oncho,LF"
21597,GHA,"oncho,LF"
21598,GHA,"oncho,LF"
21599,GHA,"oncho,LF"
21601,GHA,"oncho,LF"
21629,GHA,"oncho,LF"
21630,GHA,"oncho,LF"
21631,GHA,"oncho,LF"
21632,GHA,"oncho,LF"
21648,GHA,"oncho,LF"
21652,GHA,"oncho,LF"
21653,GHA,"oncho,LF"
21655,GHA,"oncho,LF"
21656,GHA,"oncho,LF"
21658,GHA,"oncho,LF"
21659,GHA,"oncho,LF"
21660,GHA,"oncho,LF"
21665,GHA,"oncho,LF"
21666,GHA,"oncho,LF"
21667,GHA,"oncho,LF"
21668,GHA,"oncho,LF"
21669,GHA,"oncho,LF"
21670,GHA,"oncho,LF"
21671,GHA,"oncho,LF"
21672,GHA,"oncho,LF"
21673,GHA,"oncho,LF"
21674,GHA,"oncho,LF"
21677,GHA,"oncho,LF"
21378,GHA,oncho
21380,GHA,oncho
21382,GHA,oncho
21384,GHA,oncho
21386,GHA,oncho
21387,GHA,oncho
21388,GHA,oncho
21389,GHA,oncho
21390,GHA,oncho
21391,GHA,oncho
21392,GHA,oncho
21393,GHA,oncho
21394,GHA,oncho
21395,GHA,oncho
21397,GHA,oncho
21399,GHA,oncho
21400,GHA,oncho
21402,GHA,oncho
21403,GHA,oncho
21404,GHA,oncho
21405,GHA,oncho
21406,GHA,oncho
21407,GHA,oncho
21408,GHA,oncho
21409,GHA,oncho
21411,GHA,oncho
21412,GHA,oncho
21413,GHA,oncho
21414,GHA,oncho
21416,GHA,oncho
21417,GHA,oncho
21418,GHA,oncho
21419,GHA,oncho
21420,GHA,oncho
21421,GHA,oncho
21422,GHA,oncho
21423,GHA,oncho
21424,GHA,oncho
21427,GHA,oncho
21428,GHA,oncho
21431,GHA,oncho
21432,GHA,oncho
21433,GHA,oncho
21436,GHA,oncho
21456,GHA,oncho
21457,GHA,oncho
21460,GHA,oncho
21461,GHA,oncho
21465,GHA,oncho
21468,GHA,oncho
21471,GHA,oncho
21472,GHA,oncho
21473,GHA,oncho
21474,GHA,oncho
21476,GHA,oncho
21477,GHA,oncho
21478,GHA,oncho
21482,GHA,oncho
21485,GHA,oncho
21487,GHA,oncho
21488,GHA,oncho
21489,GHA,oncho
21490,GHA,oncho
21496,GHA,oncho
21500,GHA,oncho
21501,GHA,oncho
21555,GHA,oncho
21556,GHA,oncho
21557,GHA,oncho
21558,GHA,oncho
21559,GHA,oncho
21560,GHA,oncho
21561,GHA,oncho
21562,GHA,oncho
21563,GHA,oncho
21564,GHA,oncho
21565,GHA,oncho
21566,GHA,oncho
21568,GHA,oncho
21569,GHA,oncho
21570,GHA,oncho
21571,GHA,oncho
21572,GHA,oncho
21573,GHA,oncho
21574,GHA,oncho
21575,GHA,oncho
21576,GHA,oncho
21577,GHA,oncho
21578,GHA,oncho
21579,GHA,oncho
21583,GHA,oncho
21584,GHA,oncho
21585,GHA,oncho
21586,GHA,oncho
21589,GHA,oncho
21594,GHA,oncho
21595,GHA,oncho
21600,GHA,oncho
21602,GHA,oncho
21603,GHA,oncho
21604,GHA,oncho
21605,GHA,oncho
21606,GHA,oncho
21607,GHA,oncho
21608,GHA,oncho
21609,GHA,oncho
21610,GHA,oncho
21611,GHA,oncho
21613,GHA,oncho
21614,GHA,oncho
21615,GHA,oncho
21616,GHA,oncho
21617,GHA,oncho
21618,GHA,oncho
21619,GHA,oncho
21620,GHA,oncho
21621,GHA,oncho
21622,GHA,oncho
21623,GHA,oncho
21624,GHA,oncho
21625,GHA,oncho
21626,GHA,oncho
21627,GHA,oncho
21628,GHA,oncho
21633,GHA,oncho
21634,GHA,oncho
21635,GHA,oncho
21636,GHA,oncho
21637,GHA,oncho
21638,GHA,oncho
21639,GHA,oncho
21640,GHA,oncho
21641,GHA,oncho
21642,GHA,oncho
21643,GHA,oncho
21644,GHA,oncho
21645,GHA,oncho
21646,GHA,oncho
21664,GHA,oncho
21675,GHA,oncho
21676,GHA,oncho
22604,GIN,"oncho,LF"
22606,GIN,"oncho,LF"
22607,GIN,"oncho,LF"
22608,GIN,"oncho,LF"
22610,GIN,"oncho,LF"
22612,GIN,"oncho,LF"
22615,GIN,"oncho,LF"
22616,GIN,"oncho,LF"
22618,GIN,"oncho,LF"
22620,GIN,"oncho,LF"
22621,GIN,"oncho,LF"
22622,GIN,"oncho,LF"
22623,GIN,"oncho,LF"
22625,GIN,"oncho,LF"
22627,GIN,"oncho,LF"
22629,GIN,"oncho,LF"
22630,GIN,"oncho,LF"
22631,GIN,"oncho,LF"
22632,GIN,"oncho,LF"
22638,GIN,"oncho,LF"
22639,GIN,"oncho,LF"
22640,GIN,"oncho,LF"
22617,GIN,oncho
22624,GIN,oncho
22626,GIN,oncho
22628,GIN,oncho
22635,GIN,oncho
22641,GIN,oncho
23656,GNB,"oncho,LF"
23657,GNB,"oncho,LF"
23658,GNB,"oncho,LF"
23659,GNB,"oncho,LF"
23660,GNB,"oncho,LF"
23661,GNB,"oncho,LF"
23662,GNB,"oncho,LF"
23663,GNB,"oncho,LF"
23664,GNB,"oncho,LF"
23665,GNB,"oncho,LF"
23666,GNB,"oncho,LF"
23667,GNB,"oncho,LF"
23668,GNB,"oncho,LF"
23669,GNB,"oncho,LF"
23709,GNB,"oncho,LF"
23710,GNB,"oncho,LF"
23711,GNB,"oncho,LF"
23712,GNB,"oncho,LF"
23713,GNB,"oncho,LF"
23714,GNB,"oncho,LF"
23715,GNB,"oncho,LF"
23716,GNB,"oncho,LF"
23717,GNB,"oncho,LF"
23719,GNB,"oncho,LF"
23720,GNB,"oncho,LF"
23721,GNB,"oncho,LF"
23722,GNB,"oncho,LF"
23723,GNB,"oncho,LF"
23724,GNB,"oncho,LF"
23725,GNB,"oncho,LF"
23726,GNB,"oncho,LF"
23727,GNB,"oncho,LF"
23728,GNB,"oncho,LF"
29972,MLI,"oncho,LF"
29973,MLI,"oncho,LF"
29974,MLI,"oncho,LF"
29975,MLI,"oncho,LF"
29976,MLI,"oncho,LF"
29977,MLI,"oncho,LF"
29982,MLI,"oncho,LF"
29984,MLI,"oncho,LF"
29985,MLI,"oncho,LF"
29986,MLI,"oncho,LF"
29988,MLI,"oncho,LF"
29995,MLI,"oncho,LF"
29996,MLI,"oncho,LF"
29997,MLI,"oncho,LF"
29998,MLI,"oncho,LF"
29999,MLI,"oncho,LF"
30000,MLI,"oncho,LF"
30001,MLI,"oncho,LF"
30003,MLI,"oncho,LF"
30004,MLI,"oncho,LF"
30005,MLI,"oncho,LF"
30006,MLI,"oncho,LF"
30012,MLI,"oncho,LF"
30013,MLI,"oncho,LF"
30017,MLI,"oncho,LF"
30019,MLI,"oncho,LF"
30020,MLI,"oncho,LF"
30021,MLI,"oncho,LF"
30022,MLI,"oncho,LF"
30023,MLI,"oncho,LF"
30024,MLI,"oncho,LF"
30025,MLI,"oncho,LF"
30026,MLI,"oncho,LF"
30027,MLI,"oncho,LF"
30028,MLI,"oncho,LF"
30029,MLI,"oncho,LF"
30039,MLI,"oncho,LF"
30040,MLI,"oncho,LF"
35315,NER,"oncho,LF"
35326,NER,"oncho,LF"
35348,NER,"oncho,LF"
35349,NER,"oncho,LF"
35352,NER,"oncho,LF"
35353,NER,"oncho,LF"
35360,NER,"oncho,LF"
35361,NER,"oncho,LF"
35376,NER,"oncho,LF"
35377,NER,"oncho,LF"
35378,NER,"oncho,LF"
35379,NER,"oncho,LF"
35380,NER,"oncho,LF"
35358,NER,oncho
40179,SEN,"oncho,LF"
40180,SEN,"oncho,LF"
40184,SEN,"oncho,LF"
40206,SEN,"oncho,LF"
40207,SEN,"oncho,LF"
40208,SEN,"oncho,LF"
40210,SEN,"oncho,LF"
40212,SEN,"oncho,LF"
42253,SLE,"oncho,LF"
42254,SLE,"oncho,LF"
42255,SLE,"oncho,LF"
42256,SLE,"oncho,LF"
42257,SLE,"oncho,LF"
42258,SLE,"oncho,LF"
42259,SLE,"oncho,LF"
42260,SLE,"oncho,LF"
42261,SLE,"oncho,LF"
42262,SLE,"oncho,LF"
42263,SLE,"oncho,LF"
42264,SLE,"oncho,LF"
42267,SLE,"oncho,LF"
42268,SLE,"oncho,LF"
48672,TGO,"oncho,LF"
48674,TGO,"oncho,LF"
48676,TGO,"oncho,LF"
48690,TGO,"oncho,LF"
48695,TGO,"oncho,LF"
48701,TGO,"oncho,LF"
48705,TGO,"oncho,LF"
48708,TGO,"oncho,LF"
48709,TGO,"oncho,LF"
48666,TGO,oncho
48668,TGO,oncho
48669,TGO,oncho
48670,TGO,oncho
48671,TGO,oncho
48673,TGO,oncho
48675,TGO,oncho
48677,TGO,oncho
48678,TGO,oncho
48680,TGO,oncho
48681,TGO,oncho
48682,TGO,oncho
48683,TGO,oncho
48685,TGO,oncho
48688,TGO,oncho
48689,TGO,oncho
48691,TGO,oncho
48692,TGO,oncho
48693,TGO,oncho
48694,TGO,oncho
48696,TGO,oncho
48697,TGO,oncho
48698,TGO,oncho
48699,TGO,oncho
48700,TGO,oncho
48704,TGO,oncho
48706,TGO,oncho
48707,TGO,oncho
48710,TGO,oncho
48711,TGO,oncho
48712,TGO,oncho
48713,TGO,oncho
