IU_ID_MAPPING,ADMIN0,co_endemicity
29996,MLI,"oncho,LF"
29997,MLI,"oncho,LF"
29998,MLI,"oncho,LF"
29999,MLI,"oncho,LF"
30000,MLI,"oncho,LF"
30001,MLI,"oncho,LF"
30003,MLI,"oncho,LF"
30004,MLI,"oncho,LF"
30005,MLI,"oncho,LF"
30006,MLI,"oncho,LF"
30012,MLI,"oncho,LF"
30013,MLI,"oncho,LF"
30017,MLI,"oncho,LF"
30019,MLI,"oncho,LF"
30020,MLI,"oncho,LF"
30021,MLI,"oncho,LF"
30022,MLI,"oncho,LF"
30023,MLI,"oncho,LF"
30024,MLI,"oncho,LF"
30025,MLI,"oncho,LF"
30026,MLI,"oncho,LF"
30027,MLI,"oncho,LF"
30028,MLI,"oncho,LF"
30029,MLI,"oncho,LF"
30039,MLI,"oncho,LF"
30040,MLI,"oncho,LF"
33204,MOZ,"oncho,LF"
33204,MOZ,oncho
35315,NER,"oncho,LF"
35326,NER,"oncho,LF"
35348,NER,"oncho,LF"
35349,NER,"oncho,LF"
35352,NER,"oncho,LF"
35353,NER,"oncho,LF"
35360,NER,"oncho,LF"
35361,NER,"oncho,LF"
35376,NER,"oncho,LF"
35377,NER,"oncho,LF"
35378,NER,"oncho,LF"
35379,NER,"oncho,LF"
35380,NER,"oncho,LF"
35358,NER,oncho
37072,NGA,"oncho,LF,loa hyper"
36337,NGA,"oncho,LF,loa meso"
36338,NGA,"oncho,LF,loa meso"
36339,NGA,"oncho,LF,loa meso"
36340,NGA,"oncho,LF,loa meso"
36341,NGA,"oncho,LF,loa meso"
36342,NGA,"oncho,LF,loa meso"
36343,NGA,"oncho,LF,loa meso"
36344,NGA,"oncho,LF,loa meso"
36345,NGA,"oncho,LF,loa meso"
36346,NGA,"oncho,LF,loa meso"
36347,NGA,"oncho,LF,loa meso"
36348,NGA,"oncho,LF,loa meso"
36349,NGA,"oncho,LF,loa meso"
36350,NGA,"oncho,LF,loa meso"
36352,NGA,"oncho,LF,loa meso"
36353,NGA,"oncho,LF,loa meso"
36376,NGA,"oncho,LF,loa meso"
36380,NGA,"oncho,LF,loa meso"
36382,NGA,"oncho,LF,loa meso"
36398,NGA,"oncho,LF,loa meso"
36403,NGA,"oncho,LF,loa meso"
36464,NGA,"oncho,LF,loa meso"
36465,NGA,"oncho,LF,loa meso"
36471,NGA,"oncho,LF,loa meso"
36505,NGA,"oncho,LF,loa meso"
36506,NGA,"oncho,LF,loa meso"
36509,NGA,"oncho,LF,loa meso"
36510,NGA,"oncho,LF,loa meso"
36511,NGA,"oncho,LF,loa meso"
36515,NGA,"oncho,LF,loa meso"
36517,NGA,"oncho,LF,loa meso"
36520,NGA,"oncho,LF,loa meso"
36522,NGA,"oncho,LF,loa meso"
36548,NGA,"oncho,LF,loa meso"
36549,NGA,"oncho,LF,loa meso"
36551,NGA,"oncho,LF,loa meso"
36552,NGA,"oncho,LF,loa meso"
36554,NGA,"oncho,LF,loa meso"
36557,NGA,"oncho,LF,loa meso"
36558,NGA,"oncho,LF,loa meso"
36559,NGA,"oncho,LF,loa meso"
36575,NGA,"oncho,LF,loa meso"
36579,NGA,"oncho,LF,loa meso"
36581,NGA,"oncho,LF,loa meso"
36583,NGA,"oncho,LF,loa meso"
36584,NGA,"oncho,LF,loa meso"
36588,NGA,"oncho,LF,loa meso"
36591,NGA,"oncho,LF,loa meso"
36629,NGA,"oncho,LF,loa meso"
36630,NGA,"oncho,LF,loa meso"
36631,NGA,"oncho,LF,loa meso"
36632,NGA,"oncho,LF,loa meso"
36635,NGA,"oncho,LF,loa meso"
36636,NGA,"oncho,LF,loa meso"
36637,NGA,"oncho,LF,loa meso"
36639,NGA,"oncho,LF,loa meso"
36640,NGA,"oncho,LF,loa meso"
36644,NGA,"oncho,LF,loa meso"
36646,NGA,"oncho,LF,loa meso"
36647,NGA,"oncho,LF,loa meso"
36648,NGA,"oncho,LF,loa meso"
36653,NGA,"oncho,LF,loa meso"
36654,NGA,"oncho,LF,loa meso"
36901,NGA,"oncho,LF,loa meso"
36903,NGA,"oncho,LF,loa meso"
36912,NGA,"oncho,LF,loa meso"
36924,NGA,"oncho,LF,loa meso"
36927,NGA,"oncho,LF,loa meso"
36928,NGA,"oncho,LF,loa meso"
36930,NGA,"oncho,LF,loa meso"
36932,NGA,"oncho,LF,loa meso"
36934,NGA,"oncho,LF,loa meso"
36935,NGA,"oncho,LF,loa meso"
36936,NGA,"oncho,LF,loa meso"
36937,NGA,"oncho,LF,loa meso"
36941,NGA,"oncho,LF,loa meso"
36943,NGA,"oncho,LF,loa meso"
36944,NGA,"oncho,LF,loa meso"
36945,NGA,"oncho,LF,loa meso"
36946,NGA,"oncho,LF,loa meso"
36947,NGA,"oncho,LF,loa meso"
36953,NGA,"oncho,LF,loa meso"
36955,NGA,"oncho,LF,loa meso"
36957,NGA,"oncho,LF,loa meso"
36961,NGA,"oncho,LF,loa meso"
36964,NGA,"oncho,LF,loa meso"
36965,NGA,"oncho,LF,loa meso"
36967,NGA,"oncho,LF,loa meso"
36980,NGA,"oncho,LF,loa meso"
36990,NGA,"oncho,LF,loa meso"
37028,NGA,"oncho,LF,loa meso"
37036,NGA,"oncho,LF,loa meso"
37066,NGA,"oncho,LF,loa meso"
36351,NGA,"oncho,LF,loa hypo"
36378,NGA,"oncho,LF,loa hypo"
36387,NGA,"oncho,LF,loa hypo"
36397,NGA,"oncho,LF,loa hypo"
36399,NGA,"oncho,LF,loa hypo"
36401,NGA,"oncho,LF,loa hypo"
36406,NGA,"oncho,LF,loa hypo"
36407,NGA,"oncho,LF,loa hypo"
36408,NGA,"oncho,LF,loa hypo"
36409,NGA,"oncho,LF,loa hypo"
36410,NGA,"oncho,LF,loa hypo"
36412,NGA,"oncho,LF,loa hypo"
36413,NGA,"oncho,LF,loa hypo"
36414,NGA,"oncho,LF,loa hypo"
36415,NGA,"oncho,LF,loa hypo"
36416,NGA,"oncho,LF,loa hypo"
36417,NGA,"oncho,LF,loa hypo"
36418,NGA,"oncho,LF,loa hypo"
36419,NGA,"oncho,LF,loa hypo"
36420,NGA,"oncho,LF,loa hypo"
36421,NGA,"oncho,LF,loa hypo"
36423,NGA,"oncho,LF,loa hypo"
36425,NGA,"oncho,LF,loa hypo"
36426,NGA,"oncho,LF,loa hypo"
36427,NGA,"oncho,LF,loa hypo"
36429,NGA,"oncho,LF,loa hypo"
36431,NGA,"oncho,LF,loa hypo"
36434,NGA,"oncho,LF,loa hypo"
36435,NGA,"oncho,LF,loa hypo"
36436,NGA,"oncho,LF,loa hypo"
36440,NGA,"oncho,LF,loa hypo"
36441,NGA,"oncho,LF,loa hypo"
36443,NGA,"oncho,LF,loa hypo"
36444,NGA,"oncho,LF,loa hypo"
36445,NGA,"oncho,LF,loa hypo"
36455,NGA,"oncho,LF,loa hypo"
36457,NGA,"oncho,LF,loa hypo"
36459,NGA,"oncho,LF,loa hypo"
36460,NGA,"oncho,LF,loa hypo"
36461,NGA,"oncho,LF,loa hypo"
36466,NGA,"oncho,LF,loa hypo"
36467,NGA,"oncho,LF,loa hypo"
36468,NGA,"oncho,LF,loa hypo"
36470,NGA,"oncho,LF,loa hypo"
36473,NGA,"oncho,LF,loa hypo"
36474,NGA,"oncho,LF,loa hypo"
36475,NGA,"oncho,LF,loa hypo"
36512,NGA,"oncho,LF,loa hypo"
36523,NGA,"oncho,LF,loa hypo"
36529,NGA,"oncho,LF,loa hypo"
36530,NGA,"oncho,LF,loa hypo"
36533,NGA,"oncho,LF,loa hypo"
36536,NGA,"oncho,LF,loa hypo"
36555,NGA,"oncho,LF,loa hypo"
36561,NGA,"oncho,LF,loa hypo"
36564,NGA,"oncho,LF,loa hypo"
36565,NGA,"oncho,LF,loa hypo"
36567,NGA,"oncho,LF,loa hypo"
36569,NGA,"oncho,LF,loa hypo"
36576,NGA,"oncho,LF,loa hypo"
36580,NGA,"oncho,LF,loa hypo"
36582,NGA,"oncho,LF,loa hypo"
36585,NGA,"oncho,LF,loa hypo"
36586,NGA,"oncho,LF,loa hypo"
36587,NGA,"oncho,LF,loa hypo"
36589,NGA,"oncho,LF,loa hypo"
36590,NGA,"oncho,LF,loa hypo"
36592,NGA,"oncho,LF,loa hypo"
36593,NGA,"oncho,LF,loa hypo"
36594,NGA,"oncho,LF,loa hypo"
36596,NGA,"oncho,LF,loa hypo"
36597,NGA,"oncho,LF,loa hypo"
36598,NGA,"oncho,LF,loa hypo"
36599,NGA,"oncho,LF,loa hypo"
36600,NGA,"oncho,LF,loa hypo"
36601,NGA,"oncho,LF,loa hypo"
36603,NGA,"oncho,LF,loa hypo"
36604,NGA,"oncho,LF,loa hypo"
36605,NGA,"oncho,LF,loa hypo"
36606,NGA,"oncho,LF,loa hypo"
36607,NGA,"oncho,LF,loa hypo"
36608,NGA,"oncho,LF,loa hypo"
36609,NGA,"oncho,LF,loa hypo"
36610,NGA,"oncho,LF,loa hypo"
36613,NGA,"oncho,LF,loa hypo"
36614,NGA,"oncho,LF,loa hypo"
36615,NGA,"oncho,LF,loa hypo"
36620,NGA,"oncho,LF,loa hypo"
36621,NGA,"oncho,LF,loa hypo"
36623,NGA,"oncho,LF,loa hypo"
36625,NGA,"oncho,LF,loa hypo"
36626,NGA,"oncho,LF,loa hypo"
36628,NGA,"oncho,LF,loa hypo"
36633,NGA,"oncho,LF,loa hypo"
36634,NGA,"oncho,LF,loa hypo"
36642,NGA,"oncho,LF,loa hypo"
36643,NGA,"oncho,LF,loa hypo"
36645,NGA,"oncho,LF,loa hypo"
36649,NGA,"oncho,LF,loa hypo"
36650,NGA,"oncho,LF,loa hypo"
36651,NGA,"oncho,LF,loa hypo"
36656,NGA,"oncho,LF,loa hypo"
36658,NGA,"oncho,LF,loa hypo"
36660,NGA,"oncho,LF,loa hypo"
36661,NGA,"oncho,LF,loa hypo"
36665,NGA,"oncho,LF,loa hypo"
36666,NGA,"oncho,LF,loa hypo"
36668,NGA,"oncho,LF,loa hypo"
36669,NGA,"oncho,LF,loa hypo"
36670,NGA,"oncho,LF,loa hypo"
36671,NGA,"oncho,LF,loa hypo"
36673,NGA,"oncho,LF,loa hypo"
36674,NGA,"oncho,LF,loa hypo"
36676,NGA,"oncho,LF,loa hypo"
36677,NGA,"oncho,LF,loa hypo"
36678,NGA,"oncho,LF,loa hypo"
36681,NGA,"oncho,LF,loa hypo"
36683,NGA,"oncho,LF,loa hypo"
36690,NGA,"oncho,LF,loa hypo"
36693,NGA,"oncho,LF,loa hypo"
36699,NGA,"oncho,LF,loa hypo"
36706,NGA,"oncho,LF,loa hypo"
36707,NGA,"oncho,LF,loa hypo"
36716,NGA,"oncho,LF,loa hypo"
36719,NGA,"oncho,LF,loa hypo"
36721,NGA,"oncho,LF,loa hypo"
36741,NGA,"oncho,LF,loa hypo"
36742,NGA,"oncho,LF,loa hypo"
36746,NGA,"oncho,LF,loa hypo"
36770,NGA,"oncho,LF,loa hypo"
36798,NGA,"oncho,LF,loa hypo"
36799,NGA,"oncho,LF,loa hypo"
36803,NGA,"oncho,LF,loa hypo"
36806,NGA,"oncho,LF,loa hypo"
36807,NGA,"oncho,LF,loa hypo"
36808,NGA,"oncho,LF,loa hypo"
36813,NGA,"oncho,LF,loa hypo"
36814,NGA,"oncho,LF,loa hypo"
36816,NGA,"oncho,LF,loa hypo"
36820,NGA,"oncho,LF,loa hypo"
36821,NGA,"oncho,LF,loa hypo"
36822,NGA,"oncho,LF,loa hypo"
36823,NGA,"oncho,LF,loa hypo"
36824,NGA,"oncho,LF,loa hypo"
36826,NGA,"oncho,LF,loa hypo"
36827,NGA,"oncho,LF,loa hypo"
36828,NGA,"oncho,LF,loa hypo"
36830,NGA,"oncho,LF,loa hypo"
36833,NGA,"oncho,LF,loa hypo"
36835,NGA,"oncho,LF,loa hypo"
36836,NGA,"oncho,LF,loa hypo"
36837,NGA,"oncho,LF,loa hypo"
36838,NGA,"oncho,LF,loa hypo"
36840,NGA,"oncho,LF,loa hypo"
36841,NGA,"oncho,LF,loa hypo"
36853,NGA,"oncho,LF,loa hypo"
36854,NGA,"oncho,LF,loa hypo"
36863,NGA,"oncho,LF,loa hypo"
36864,NGA,"oncho,LF,loa hypo"
36866,NGA,"oncho,LF,loa hypo"
36869,NGA,"oncho,LF,loa hypo"
36870,NGA,"oncho,LF,loa hypo"
36872,NGA,"oncho,LF,loa hypo"
36873,NGA,"oncho,LF,loa hypo"
36875,NGA,"oncho,LF,loa hypo"
36876,NGA,"oncho,LF,loa hypo"
36878,NGA,"oncho,LF,loa hypo"
36879,NGA,"oncho,LF,loa hypo"
36886,NGA,"oncho,LF,loa hypo"
36888,NGA,"oncho,LF,loa hypo"
36889,NGA,"oncho,LF,loa hypo"
36890,NGA,"oncho,LF,loa hypo"
36891,NGA,"oncho,LF,loa hypo"
36893,NGA,"oncho,LF,loa hypo"
36894,NGA,"oncho,LF,loa hypo"
36895,NGA,"oncho,LF,loa hypo"
36896,NGA,"oncho,LF,loa hypo"
36898,NGA,"oncho,LF,loa hypo"
36899,NGA,"oncho,LF,loa hypo"
36900,NGA,"oncho,LF,loa hypo"
36902,NGA,"oncho,LF,loa hypo"
36904,NGA,"oncho,LF,loa hypo"
36905,NGA,"oncho,LF,loa hypo"
36907,NGA,"oncho,LF,loa hypo"
36909,NGA,"oncho,LF,loa hypo"
36913,NGA,"oncho,LF,loa hypo"
36914,NGA,"oncho,LF,loa hypo"
36916,NGA,"oncho,LF,loa hypo"
36918,NGA,"oncho,LF,loa hypo"
36919,NGA,"oncho,LF,loa hypo"
36920,NGA,"oncho,LF,loa hypo"
36921,NGA,"oncho,LF,loa hypo"
36922,NGA,"oncho,LF,loa hypo"
36923,NGA,"oncho,LF,loa hypo"
36926,NGA,"oncho,LF,loa hypo"
36929,NGA,"oncho,LF,loa hypo"
36931,NGA,"oncho,LF,loa hypo"
36933,NGA,"oncho,LF,loa hypo"
36938,NGA,"oncho,LF,loa hypo"
36939,NGA,"oncho,LF,loa hypo"
36942,NGA,"oncho,LF,loa hypo"
36949,NGA,"oncho,LF,loa hypo"
36950,NGA,"oncho,LF,loa hypo"
36951,NGA,"oncho,LF,loa hypo"
36952,NGA,"oncho,LF,loa hypo"
36954,NGA,"oncho,LF,loa hypo"
36958,NGA,"oncho,LF,loa hypo"
36959,NGA,"oncho,LF,loa hypo"
36960,NGA,"oncho,LF,loa hypo"
36962,NGA,"oncho,LF,loa hypo"
36963,NGA,"oncho,LF,loa hypo"
36979,NGA,"oncho,LF,loa hypo"
36986,NGA,"oncho,LF,loa hypo"
36992,NGA,"oncho,LF,loa hypo"
36994,NGA,"oncho,LF,loa hypo"
36997,NGA,"oncho,LF,loa hypo"
37001,NGA,"oncho,LF,loa hypo"
37002,NGA,"oncho,LF,loa hypo"
37004,NGA,"oncho,LF,loa hypo"
37005,NGA,"oncho,LF,loa hypo"
37006,NGA,"oncho,LF,loa hypo"
37007,NGA,"oncho,LF,loa hypo"
37008,NGA,"oncho,LF,loa hypo"
37011,NGA,"oncho,LF,loa hypo"
37013,NGA,"oncho,LF,loa hypo"
37014,NGA,"oncho,LF,loa hypo"
37016,NGA,"oncho,LF,loa hypo"
37017,NGA,"oncho,LF,loa hypo"
37019,NGA,"oncho,LF,loa hypo"
37025,NGA,"oncho,LF,loa hypo"
37030,NGA,"oncho,LF,loa hypo"
37031,NGA,"oncho,LF,loa hypo"
37034,NGA,"oncho,LF,loa hypo"
37035,NGA,"oncho,LF,loa hypo"
37037,NGA,"oncho,LF,loa hypo"
37065,NGA,"oncho,LF,loa hypo"
37067,NGA,"oncho,LF,loa hypo"
37069,NGA,"oncho,LF,loa hypo"
37077,NGA,"oncho,LF,loa hypo"
37080,NGA,"oncho,LF,loa hypo"
37084,NGA,"oncho,LF,loa hypo"
37091,NGA,"oncho,LF,loa hypo"
37022,NGA,"oncho,LF"
37024,NGA,"oncho,LF"
36355,NGA,"oncho,LF"
36356,NGA,"oncho,LF"
36361,NGA,"oncho,LF"
36364,NGA,"oncho,LF"
36365,NGA,"oncho,LF"
36371,NGA,"oncho,LF"
36372,NGA,"oncho,LF"
36374,NGA,"oncho,LF"
36502,NGA,"oncho,LF"
36545,NGA,"oncho,LF"
36881,NGA,"oncho,LF"
36885,NGA,"oncho,LF"
36887,NGA,"oncho,LF"
37071,NGA,"oncho,LF"
36354,NGA,"oncho,LF"
36357,NGA,"oncho,LF"
36358,NGA,"oncho,LF"
36359,NGA,"oncho,LF"
36362,NGA,"oncho,LF"
36366,NGA,"oncho,LF"
36367,NGA,"oncho,LF"
36368,NGA,"oncho,LF"
36369,NGA,"oncho,LF"
36370,NGA,"oncho,LF"
36411,NGA,"oncho,LF"
36424,NGA,"oncho,LF"
36447,NGA,"oncho,LF"
36449,NGA,"oncho,LF"
36450,NGA,"oncho,LF"
36451,NGA,"oncho,LF"
36452,NGA,"oncho,LF"
36453,NGA,"oncho,LF"
36454,NGA,"oncho,LF"
36478,NGA,"oncho,LF"
36479,NGA,"oncho,LF"
36482,NGA,"oncho,LF"
36484,NGA,"oncho,LF"
36486,NGA,"oncho,LF"
36487,NGA,"oncho,LF"
36489,NGA,"oncho,LF"
36490,NGA,"oncho,LF"
36495,NGA,"oncho,LF"
36496,NGA,"oncho,LF"
36497,NGA,"oncho,LF"
36498,NGA,"oncho,LF"
36500,NGA,"oncho,LF"
36501,NGA,"oncho,LF"
36503,NGA,"oncho,LF"
36504,NGA,"oncho,LF"
36524,NGA,"oncho,LF"
36525,NGA,"oncho,LF"
36527,NGA,"oncho,LF"
36531,NGA,"oncho,LF"
36532,NGA,"oncho,LF"
36538,NGA,"oncho,LF"
36540,NGA,"oncho,LF"
36543,NGA,"oncho,LF"
36546,NGA,"oncho,LF"
36547,NGA,"oncho,LF"
36616,NGA,"oncho,LF"
36619,NGA,"oncho,LF"
36622,NGA,"oncho,LF"
36624,NGA,"oncho,LF"
36627,NGA,"oncho,LF"
36638,NGA,"oncho,LF"
36641,NGA,"oncho,LF"
36657,NGA,"oncho,LF"
36659,NGA,"oncho,LF"
36662,NGA,"oncho,LF"
36663,NGA,"oncho,LF"
36664,NGA,"oncho,LF"
36667,NGA,"oncho,LF"
36672,NGA,"oncho,LF"
36675,NGA,"oncho,LF"
36679,NGA,"oncho,LF"
36680,NGA,"oncho,LF"
36682,NGA,"oncho,LF"
36685,NGA,"oncho,LF"
36686,NGA,"oncho,LF"
36687,NGA,"oncho,LF"
36688,NGA,"oncho,LF"
36689,NGA,"oncho,LF"
36691,NGA,"oncho,LF"
36696,NGA,"oncho,LF"
36697,NGA,"oncho,LF"
36700,NGA,"oncho,LF"
36701,NGA,"oncho,LF"
36702,NGA,"oncho,LF"
36703,NGA,"oncho,LF"
36704,NGA,"oncho,LF"
36708,NGA,"oncho,LF"
36709,NGA,"oncho,LF"
36710,NGA,"oncho,LF"
36711,NGA,"oncho,LF"
36713,NGA,"oncho,LF"
36714,NGA,"oncho,LF"
36715,NGA,"oncho,LF"
36718,NGA,"oncho,LF"
36720,NGA,"oncho,LF"
36722,NGA,"oncho,LF"
36724,NGA,"oncho,LF"
36725,NGA,"oncho,LF"
36727,NGA,"oncho,LF"
36728,NGA,"oncho,LF"
36729,NGA,"oncho,LF"
36730,NGA,"oncho,LF"
36731,NGA,"oncho,LF"
36732,NGA,"oncho,LF"
36733,NGA,"oncho,LF"
36734,NGA,"oncho,LF"
36735,NGA,"oncho,LF"
36737,NGA,"oncho,LF"
36738,NGA,"oncho,LF"
36739,NGA,"oncho,LF"
36740,NGA,"oncho,LF"
36744,NGA,"oncho,LF"
36745,NGA,"oncho,LF"
36748,NGA,"oncho,LF"
36749,NGA,"oncho,LF"
36751,NGA,"oncho,LF"
36752,NGA,"oncho,LF"
36753,NGA,"oncho,LF"
36754,NGA,"oncho,LF"
36755,NGA,"oncho,LF"
36756,NGA,"oncho,LF"
36757,NGA,"oncho,LF"
36759,NGA,"oncho,LF"
36760,NGA,"oncho,LF"
36761,NGA,"oncho,LF"
36762,NGA,"oncho,LF"
36764,NGA,"oncho,LF"
36765,NGA,"oncho,LF"
36767,NGA,"oncho,LF"
36768,NGA,"oncho,LF"
36769,NGA,"oncho,LF"
36771,NGA,"oncho,LF"
36772,NGA,"oncho,LF"
36773,NGA,"oncho,LF"
36774,NGA,"oncho,LF"
36775,NGA,"oncho,LF"
36776,NGA,"oncho,LF"
36777,NGA,"oncho,LF"
36778,NGA,"oncho,LF"
36779,NGA,"oncho,LF"
36780,NGA,"oncho,LF"
36781,NGA,"oncho,LF"
36782,NGA,"oncho,LF"
36783,NGA,"oncho,LF"
36785,NGA,"oncho,LF"
36786,NGA,"oncho,LF"
36787,NGA,"oncho,LF"
36788,NGA,"oncho,LF"
36789,NGA,"oncho,LF"
36790,NGA,"oncho,LF"
36791,NGA,"oncho,LF"
36792,NGA,"oncho,LF"
36793,NGA,"oncho,LF"
36794,NGA,"oncho,LF"
36795,NGA,"oncho,LF"
36796,NGA,"oncho,LF"
36797,NGA,"oncho,LF"
36800,NGA,"oncho,LF"
36801,NGA,"oncho,LF"
36802,NGA,"oncho,LF"
36804,NGA,"oncho,LF"
36862,NGA,"oncho,LF"
36865,NGA,"oncho,LF"
36867,NGA,"oncho,LF"
36868,NGA,"oncho,LF"
36871,NGA,"oncho,LF"
36874,NGA,"oncho,LF"
37003,NGA,"oncho,LF"
37009,NGA,"oncho,LF"
37010,NGA,"oncho,LF"
37012,NGA,"oncho,LF"
37015,NGA,"oncho,LF"
37021,NGA,"oncho,LF"
37041,NGA,"oncho,LF"
37042,NGA,"oncho,LF"
37043,NGA,"oncho,LF"
37044,NGA,"oncho,LF"
37045,NGA,"oncho,LF"
37046,NGA,"oncho,LF"
37047,NGA,"oncho,LF"
37048,NGA,"oncho,LF"
37050,NGA,"oncho,LF"
37051,NGA,"oncho,LF"
37052,NGA,"oncho,LF"
37053,NGA,"oncho,LF"
37054,NGA,"oncho,LF"
37055,NGA,"oncho,LF"
37058,NGA,"oncho,LF"
37059,NGA,"oncho,LF"
37060,NGA,"oncho,LF"
37062,NGA,"oncho,LF"
37063,NGA,"oncho,LF"
37064,NGA,"oncho,LF"
37068,NGA,"oncho,LF"
37070,NGA,"oncho,LF"
37073,NGA,"oncho,LF"
37078,NGA,"oncho,LF"
37079,NGA,"oncho,LF"
37082,NGA,"oncho,LF"
37086,NGA,"oncho,LF"
37087,NGA,"oncho,LF"
37089,NGA,"oncho,LF"
37090,NGA,"oncho,LF"
37092,NGA,"oncho,LF"
37095,NGA,"oncho,LF"
37096,NGA,"oncho,LF"
37097,NGA,"oncho,LF"
37098,NGA,"oncho,LF"
37099,NGA,"oncho,LF"
37100,NGA,"oncho,LF"
37101,NGA,"oncho,LF"
37102,NGA,"oncho,LF"
37103,NGA,"oncho,LF"
37104,NGA,"oncho,LF"
37105,NGA,"oncho,LF"
37106,NGA,"oncho,LF"
37107,NGA,"oncho,LF"
37108,NGA,"oncho,LF"
37109,NGA,"oncho,LF"
37110,NGA,"oncho,LF"
37074,NGA,"oncho,loa hyper"
37076,NGA,"oncho,loa hyper"
36377,NGA,"oncho,loa meso"
36379,NGA,"oncho,loa meso"
36384,NGA,"oncho,loa meso"
36385,NGA,"oncho,loa meso"
36386,NGA,"oncho,loa meso"
36389,NGA,"oncho,loa meso"
36390,NGA,"oncho,loa meso"
36395,NGA,"oncho,loa meso"
36396,NGA,"oncho,loa meso"
36514,NGA,"oncho,loa meso"
36518,NGA,"oncho,loa meso"
36519,NGA,"oncho,loa meso"
36521,NGA,"oncho,loa meso"
36550,NGA,"oncho,loa meso"
36553,NGA,"oncho,loa meso"
36556,NGA,"oncho,loa meso"
36560,NGA,"oncho,loa meso"
36574,NGA,"oncho,loa meso"
36925,NGA,"oncho,loa meso"
36940,NGA,"oncho,loa meso"
36948,NGA,"oncho,loa meso"
36956,NGA,"oncho,loa meso"
36978,NGA,"oncho,loa meso"
36985,NGA,"oncho,loa meso"
36988,NGA,"oncho,loa meso"
36989,NGA,"oncho,loa meso"
37000,NGA,"oncho,loa meso"
37075,NGA,"oncho,loa meso"
36375,NGA,"oncho,loa hypo"
36391,NGA,"oncho,loa hypo"
36392,NGA,"oncho,loa hypo"
36393,NGA,"oncho,loa hypo"
36400,NGA,"oncho,loa hypo"
36402,NGA,"oncho,loa hypo"
36404,NGA,"oncho,loa hypo"
36428,NGA,"oncho,loa hypo"
36430,NGA,"oncho,loa hypo"
36432,NGA,"oncho,loa hypo"
36433,NGA,"oncho,loa hypo"
36437,NGA,"oncho,loa hypo"
36438,NGA,"oncho,loa hypo"
36439,NGA,"oncho,loa hypo"
36442,NGA,"oncho,loa hypo"
36446,NGA,"oncho,loa hypo"
36456,NGA,"oncho,loa hypo"
36458,NGA,"oncho,loa hypo"
36462,NGA,"oncho,loa hypo"
36469,NGA,"oncho,loa hypo"
36472,NGA,"oncho,loa hypo"
36476,NGA,"oncho,loa hypo"
36477,NGA,"oncho,loa hypo"
36507,NGA,"oncho,loa hypo"
36508,NGA,"oncho,loa hypo"
36513,NGA,"oncho,loa hypo"
36516,NGA,"oncho,loa hypo"
36537,NGA,"oncho,loa hypo"
36563,NGA,"oncho,loa hypo"
36566,NGA,"oncho,loa hypo"
36568,NGA,"oncho,loa hypo"
36570,NGA,"oncho,loa hypo"
36571,NGA,"oncho,loa hypo"
36573,NGA,"oncho,loa hypo"
36577,NGA,"oncho,loa hypo"
36578,NGA,"oncho,loa hypo"
36595,NGA,"oncho,loa hypo"
36602,NGA,"oncho,loa hypo"
36611,NGA,"oncho,loa hypo"
36612,NGA,"oncho,loa hypo"
36617,NGA,"oncho,loa hypo"
36618,NGA,"oncho,loa hypo"
36684,NGA,"oncho,loa hypo"
36805,NGA,"oncho,loa hypo"
36809,NGA,"oncho,loa hypo"
36810,NGA,"oncho,loa hypo"
36811,NGA,"oncho,loa hypo"
36812,NGA,"oncho,loa hypo"
36815,NGA,"oncho,loa hypo"
36817,NGA,"oncho,loa hypo"
36818,NGA,"oncho,loa hypo"
36819,NGA,"oncho,loa hypo"
36825,NGA,"oncho,loa hypo"
36829,NGA,"oncho,loa hypo"
36831,NGA,"oncho,loa hypo"
36832,NGA,"oncho,loa hypo"
36834,NGA,"oncho,loa hypo"
36839,NGA,"oncho,loa hypo"
36845,NGA,"oncho,loa hypo"
36847,NGA,"oncho,loa hypo"
36848,NGA,"oncho,loa hypo"
36850,NGA,"oncho,loa hypo"
36855,NGA,"oncho,loa hypo"
36858,NGA,"oncho,loa hypo"
36882,NGA,"oncho,loa hypo"
36883,NGA,"oncho,loa hypo"
36884,NGA,"oncho,loa hypo"
36892,NGA,"oncho,loa hypo"
36897,NGA,"oncho,loa hypo"
36906,NGA,"oncho,loa hypo"
36908,NGA,"oncho,loa hypo"
36910,NGA,"oncho,loa hypo"
36911,NGA,"oncho,loa hypo"
36915,NGA,"oncho,loa hypo"
36917,NGA,"oncho,loa hypo"
36968,NGA,"oncho,loa hypo"
36969,NGA,"oncho,loa hypo"
36970,NGA,"oncho,loa hypo"
36971,NGA,"oncho,loa hypo"
36972,NGA,"oncho,loa hypo"
36981,NGA,"oncho,loa hypo"
36983,NGA,"oncho,loa hypo"
36984,NGA,"oncho,loa hypo"
36987,NGA,"oncho,loa hypo"
36991,NGA,"oncho,loa hypo"
36993,NGA,"oncho,loa hypo"
36995,NGA,"oncho,loa hypo"
36996,NGA,"oncho,loa hypo"
36998,NGA,"oncho,loa hypo"
36999,NGA,"oncho,loa hypo"
37026,NGA,"oncho,loa hypo"
37027,NGA,"oncho,loa hypo"
37032,NGA,"oncho,loa hypo"
37033,NGA,"oncho,loa hypo"
37038,NGA,"oncho,loa hypo"
37040,NGA,"oncho,loa hypo"
37083,NGA,"oncho,loa hypo"
37088,NGA,"oncho,loa hypo"
